rating,comment
5,😊👍🏽
5,"Size is a bit small so if your size is on the borderline, maybe choose the next size up.
Shipping was reasonable given this is shipped from overseas (average 2 weeks waiting time).
Good quality for the price.
Packed well.
Overall good experience."
5,"Item comes with great packaging, great brand, purchased many items with them"
5,"Delivery quite fast and items was packed nicely. Very pleased with the service. The items quality is very good.Material is streachable and very soft, it felt very cooling and so comfortable especially wearing under hot weather. Recommendable it's worth for money. Items detail state 
1* means 1 Pair
"
5,I have recieved my order items. The size is correct and comfy. Will purchase again on the next round.
5,Is very good.. Cooling effect.. Worth for purchasing again.. 
5,So far gloves is ok yet to try....delivery was good....no other issues...recommended...order is as in pic
5,"Quality Stuff.
Soft material. Great stitching.
Highly recommended.
"
5,"Very comfy UV Sun Protection for the arms.  Fits well, yet to try out in the sun as yet!"
5,"it came with a cute ziplock bag, the fabric is soft i like !!"
5,Received the item and well fit on its size. Will be buying again.
5,Quality is pretty good and the sizing is accurate.
5,fast delivery and good product. good quality item with reasonable price!
5,"It’s my 2nd purchase, it’s fast delivery and good product! My dad likes it! "
5,So cooling. Loving it. Prefer size.. Purchased 2 set of it 👍
5,It’s good! Thanks!
5,Thks
5,Item received in good condition as described 👌
5,Fast delivery. Got it for my dad. A little lose at the arms area but its slip-prove so all good. Anw he loves it 👍🏽👍🏽👍🏽
5,Perfect fit on my arms and not loose at all.. Good quality and highly recommended xD
5,Quality is not bad overall. For the price I have no complains. 
5,Size just right . Nice ! 👍🏼 
5,"Ordered on 5 May , reached on 10 May . Fast delivery and material is good and comfortable. Recommend to purchase from this seller 👌🏼"
5,"Fast delivery. Would be better if there’s pockets. 
Slightly tight fitting for a 30inch waist but doesn’t obstruct movements. (Bought this size cause the length is too long for the bigger size)"
5,would buy the soccer shorts again. 
5,Good buy and will buy more
5,Delivered very promptly. Product quality as expected.
5,Items in good condition 
2,I buy size 2XL but very small look like size L
5,Good and quick delivery. Dependable brand
2,"My dad is 31"" and I bought Size L for him, however the shorts are far too big (both waist and crotch length). Material is also rubbery. Not a great purchase for the price "
5,Material is good.  Should have bought one size smaller.
5,"Fast delivery !!
"
4,Nice fitting;)) but can be seen through by abit 
5,Received well. Exactly as described. Quality is perfect.
3,Material quite thin
5,"Fast delivery, Got it in about 1 week after payment, faster than my other products that I've ordered (sg based) real and good quality. Thank you!"
5,"Shorts came in as prescribed but could have bought a size smaller. Bought mine and it’s a little too big! Will take note next time, nevertheless thanks seller!"
5,The delivery was quick. it took only like 2 days to arrived. for those who wants to buy rmb to order a size smaller as it is quite big. other than that it is worth the 5 star
5,Product was great !
5,Seller able to make changes to size :)
4," Very plain,  FBT Soccer Shorts 22-009 [Black]. So so only, not worth."
5,Good material. Fits according to size chart. Like it a lot. 
5,"I had one shorts missing, and the shop was prompt in responding and sent it down the next working day. Thanks for the great service! "
5,Order received the next day! Will be wearing these for running
5,Received order in good condition.
5,Good quality fast delivery.
5,Comfortable shorts. Good for exercising 
5,"Items received in good condition 📦 
Good quality and would purchase again if needed. ✨🌟"
5,Love the material. Will buy again 
5,swift delivery and quality is superb! bought 4 in total. will buy again if needed.
5,Fast delivery and good product quality 
5,awhhh bought 2 and it’s a perfect fit and I love the quality!! 
5,"Received it !
Love it thank you so much !
Will order more "
5,"love the quality of the shorts , will definitely buy them again."
5,Good services! Fast delivery and received goods in good conditions.
5,"Received in good condition, size fits well and material is ok"
5,"Fast transaction and delivery! Item was packed very safely and quality of the shorts was very good. Great price for such a great product, definitely recommended:)"
5,"Comfy, and fast delivery in 3 days"
5,Fast delivery and fantastic Ninja service!👍👍👍
2,too big and long.... not what i expected but i guess not the shop’s fault bc i got the wrong size BUT the order came rly quickly and quality is good nonetheless
5,Item received. Yet to try on. 
5,"Feels good, no frills and happy to have bought it! "
5,ITEM WELL RECEIVED... I LOVE THE ITEM. THANK UUU SELLER!!!! 
5,Fast shipping. Item is good. Smooth. 
5,"Fast delivery. Material feels comfortable and design is slit. Abit loose, but maybe because I am skinny. Not sure if there is a smaller size than M"
5,"The sleeve is cooling, best sleeve ever for my job because i work outdoors in the humid weather"
5,"Thin cool material
Great for cyclist on a humid Singapore!! "
5,"items received in good conditions. thank you, seller."
5,Great seller. Bought from them multiple times already. Good quality products for cycling. Will definitely keep on supporting.
5,Quality is best great product will buy again in future.. delivery not that long ok.. overall im happy thabks seller.
4,"Items received in good order. 
However the arm area portion measurements wasn't correct. It was very loose."
5,Repeated purchased feeling Cool sleeve glove 
5,Items delivered within 2 weeks. Material is very nice and cooling. Have yet to try but hope its good and lasting! 
5,Material is good. Hope it will not slip down
5,"Delivery duration was acceptable, material is thin but definitely serve it purpose! Overall satisfied 👍 thank you!"
5,Feel cool.... 
5,"Return customer, the material is great and it has quality! I bought it for my dad and he loves it!  Thank you! "
5,Item received in excellent condition. Delivery was fast too. Thank you. 
5,Item recived in good condition. Check size b 4 u order.
3,Item too small for medium size. Not satisfied 
5,Good for delivery rider or cycling 😎👍
5,My dad loved it. And the seller is very nice! Thank you so much! 
5,great material and cooling
4,"Order came a bit late but well received..yet to try on
Hopefully fits me well"
5,Item well received. Nice to use and the material is cooling. Will order again.
