rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,"Fast delivery (ordered 4jun, delivered 8jun). Have not used. Has a plastic smell but I guess that is expected. Lighter blue than expected.",fast delivery ordered jun delivered jun not used plastic smell but guess expected lighter blue expected,Delivery & Service,2,Positive
5,Fast delivery. Items look decent but have not really tried out. ,fast delivery item look decent but not really tried,Delivery & Service,2,Positive
5,Product is good for exercise i read it and it was worth reading yes definiteltyy,product good exercise read worth reading yes definiteltyy,Others,2,Positive
5,"Fast delivery, good quality and value for $. Alrdy start woking! ",fast delivery good quality value alrdy start woking,Product Quality,2,Positive
3,Decent product. Not in stock thought despite the “ready stock” title. Buyers beware. ,decent product not stock thought despite “ready stock” title buyer beware,Others,1,Neutral
5,"Items well received, tested all and started using it to workout. Value for money, thanks!",item well received tested started using workout value money thanks,Delivery & Service,2,Positive
5,Received in good condition. Can fold into three to have more pulling forces ,received good condition can fold three pulling force,Delivery & Service,2,Positive
5,bought this as an Add-on so that can get free shipping. Very worth add-on buy!,bought addon can get free shipping worth addon buy,Delivery & Service,2,Positive
5,"fast delivery, items came in only two days and the quality is good",fast delivery item came two day quality good,Delivery & Service,2,Positive
5,Took 3 days to received. Quite fast. Gym mat quality not bad. This is what i need. Recommend.,took day received quite fast gym mat quality not bad need recommend,Product Quality,2,Positive
5,"Delivery takes quite long, about 2 weeks. Very pretty piece and good quality. The size is a little smaller as compared to other similar pieces of S size. Sizing could be standardized instead.",delivery take quite long week pretty piece good quality size little smaller compared similar piece size sizing could standardized instead,Product Quality,2,Positive
5,Great products!!! I am a size 4 for Lululemon bras and got a size S for this sports bra. It fits well though a little snug. Think might stretch out overtime so I still love it! ,great product size lululemon bra got size sport bra fit well though little snug think might stretch overtime still love,Product Quality,2,Positive
5,"This is my second purchase with this seller.  Love the cutting and quality of this item, really comfortable! ",second purchase seller love cutting quality item really comfortable,Product Quality,2,Positive
5,"Really great quality for the price. Sized up by one size after reading all the comments, and it fit perfectly. ",really great quality price sized one size reading comment fit perfectly,Product Quality,2,Positive
5,Very nice quality. Love the colour and fabric. Material feels really comfy. Size S is perfect for small frame.,nice quality love colour fabric material feel really comfy size perfect small frame,Product Quality,2,Positive
5,"Got is at a discount, price is really affordable and quality is pretty good for the price. Quality is good except that the size runs a little smaller. Would reconmend to up 1/2 sizes compared to your usual size for this sports bra. Colour is true to pic. Overall, still a pretty good sports bra. ",got discount price really affordable quality pretty good price quality good except size run little smaller would reconmend size compared usual size sport bra colour true pic overall still pretty good sport bra,Product Quality,2,Positive
5,A little tight around the band even if I sized up. Color is very pretty. ,little tight around band even sized color pretty,Product Quality,2,Positive
5,Cute but the straps aree very stiff. Way too small for me too (66kg 167cm 36B) i had to give it to someone else.,cute but strap aree stiff way small kg cm give someone else,Others,2,Positive
4,Nice back design! However the pads show a little for the white bra so beware of that. For the price it’s okay though,nice back design however pad show little white bra beware price it’s okay though,Product Quality,2,Positive
5,"Nice material. I ordered L, my rib cage is 34. The fit is just right because my intention is for home use & not doing intensive exercise. ",nice material ordered rib cage fit right intention home use not intensive exercise,Product Quality,2,Positive
5,It's a really cute top! Feels comfortable to wear but havent tried exercising in it yet. Looking forward to it.,really cute top feel comfortable wear but havent tried exercising yet looking forward,Product Quality,2,Positive
5,second purchase! item received in great condition & as usual the material is great too!,second purchase item received great condition usual material great,Delivery & Service,2,Positive
5,Fita me perfectly and i love it. The color is pretty . The padding is removable. ,fita perfectly love color pretty padding removable,Product Quality,2,Positive
5,Usually a size 6/8 and this fits really well. At first thought it was a Bit too tight but its actually quite comfortable when exercising. But if you have a bigger chest size would recommend sizing up cuz theres not a lot of give. Other than that its comfortable and looks cute!,usually size fit really well first thought bit tight but actually quite comfortable exercising but bigger chest size would recommend sizing cuz there not lot give comfortable look cute,Product Quality,2,Positive
